filename,steering_angle
img_00000.png,0.0
img_00001.png,0.0
img_00002.png,0.0
img_00003.png,0.0
img_00004.png,0.0
img_00005.png,0.0
img_00006.png,0.0
img_00007.png,0.0
img_00008.png,0.0
img_00009.png,0.0
img_00010.png,0.0
img_00011.png,0.0
img_00012.png,0.0
img_00013.png,0.0
img_00014.png,0.0
img_00015.png,0.0
img_00016.png,0.0
img_00017.png,0.0
img_00018.png,0.0
img_00019.png,0.0
img_00020.png,0.0
img_00021.png,0.0
img_00022.png,0.0
img_00023.png,0.0
img_00024.png,0.0
img_00025.png,0.0
img_00026.png,0.0
img_00027.png,0.0
img_00028.png,0.0
img_00029.png,0.0
img_00030.png,0.0
img_00031.png,0.0
img_00032.png,0.0
img_00033.png,0.0
img_00034.png,0.0
img_00035.png,0.0
img_00036.png,0.0
img_00037.png,0.0
img_00038.png,0.0
img_00039.png,0.0
img_00040.png,0.0
img_00041.png,0.0
img_00042.png,0.0
img_00043.png,0.0
img_00044.png,0.0
img_00045.png,0.0
img_00046.png,0.0
img_00047.png,0.0
img_00048.png,0.0
img_00049.png,0.0
img_00050.png,0.0
img_00051.png,0.0
img_00052.png,0.0
img_00053.png,0.0
img_00054.png,0.0
img_00055.png,0.0
img_00056.png,0.0
img_00057.png,0.0
img_00058.png,0.0
img_00059.png,0.0
img_00060.png,0.0
img_00061.png,0.0
img_00062.png,0.0
img_00063.png,0.0
img_00064.png,0.0
img_00065.png,0.0
img_00066.png,0.0
img_00067.png,0.0
img_00068.png,0.0
img_00069.png,0.0
img_00070.png,0.0
img_00071.png,0.0
img_00072.png,0.0
img_00073.png,0.0
img_00074.png,0.0
img_00075.png,0.0
img_00076.png,0.0
img_00077.png,0.0
img_00078.png,0.0
img_00079.png,0.0
img_00080.png,0.0
img_00081.png,0.0
img_00082.png,0.0
img_00083.png,0.0
img_00084.png,0.0
img_00085.png,0.0
img_00086.png,0.0
img_00087.png,0.0
img_00088.png,0.0
img_00089.png,0.0
img_00090.png,0.0
img_00091.png,0.0
img_00092.png,0.0
img_00093.png,0.0
img_00094.png,0.0
img_00095.png,0.0
img_00096.png,0.0
img_00097.png,0.0
img_00098.png,0.0
img_00099.png,0.0
img_00100.png,0.0
img_00101.png,0.0
img_00102.png,0.0
img_00103.png,0.0
img_00104.png,0.0
img_00105.png,0.0
img_00106.png,0.0
img_00107.png,0.0
img_00108.png,0.0
img_00109.png,0.0
img_00110.png,0.0
img_00111.png,0.0
img_00112.png,0.0
img_00113.png,0.0
img_00114.png,0.0
img_00115.png,0.0
img_00116.png,0.0
img_00117.png,0.0
img_00118.png,0.0
img_00119.png,-0.2
img_00120.png,0.0
img_00121.png,0.0
img_00122.png,0.0
img_00123.png,0.0
img_00124.png,0.0
img_00125.png,0.0
img_00126.png,0.0
img_00127.png,-0.2
img_00128.png,-0.2
img_00129.png,0.0
img_00130.png,0.0
img_00131.png,0.0
img_00132.png,0.0
img_00133.png,0.0
img_00134.png,-0.2
img_00135.png,-0.2
img_00136.png,0.0
img_00137.png,0.0
img_00138.png,0.0
img_00139.png,-0.2
img_00140.png,-0.2
img_00141.png,-0.2
img_00142.png,0.0
img_00143.png,0.0
img_00144.png,0.0
img_00145.png,0.0
img_00146.png,0.0
img_00147.png,0.0
img_00148.png,-0.2
img_00149.png,-0.2
img_00150.png,-0.2
img_00151.png,-0.2
img_00152.png,-0.2
img_00153.png,0.0
img_00154.png,0.0
img_00155.png,0.0
img_00156.png,0.0
img_00157.png,0.0
img_00158.png,-0.2
img_00159.png,-0.2
img_00160.png,-0.2
img_00161.png,-0.2
img_00162.png,0.0
img_00163.png,0.0
img_00164.png,0.0
img_00165.png,0.0
img_00166.png,0.0
img_00167.png,0.0
img_00168.png,0.0
img_00169.png,0.2
img_00170.png,0.0
